precursor,peptide,protein,class,group2/group1,group3/group1
2417,2417,91,2,-2.45760667220143,1.40316078410353
2418,2418,286,3,0,0
2419,2419,243,3,0,0
2420,2420,51,2,0,-1.75742601538763
2421,2421,241,3,0,0
2422,2422,277,3,0,0
2423,2423,170,2,0,0
2424,2424,10,2,1.33454836396146,0
2425,2425,98,2,-1.04063829113887,1.40330364475566
2426,2426,257,3,0,0
2427,2427,32,2,0,1.65119084479716
2428,2428,164,2,0,0
2429,2429,119,2,-1.32326109663208,-1.07230818420937
2430,2430,95,2,-1.39519474077962,1.67932244689139
2431,2431,41,2,0,-2.03883636817183
2432,2432,83,2,-1.34197506953224,0.88841024631224
2433,2433,278,3,0,0
2434,2434,181,2,0,0
2435,2435,124,2,0,0
2436,2436,207,3,0,0
2437,2437,104,2,-1.31829528968713,-1.99192441668253
2438,2438,216,3,0,0
2439,2439,238,3,0,0
2440,2440,126,2,0,0
2441,2441,186,2,0,0
2442,2442,283,3,0,0
2443,2443,285,3,0,0
2444,2444,128,2,0,0
2445,2445,63,2,1.43748454374855,1.06672102868454
2446,2446,104,2,-1.31829528968713,-1.99192441668253
2447,2447,23,2,-1.22748433573691,0
2448,2448,263,3,0,0
2449,2449,33,2,0,1.39135255704563
2450,2450,211,3,0,0
2451,2451,75,2,2.51963813151615,-1.44590744824611
2452,2452,36,2,0,1.75747897159647
2453,2453,126,2,0,0
2454,2454,14,2,2.11539862221373,0
2455,2455,96,2,-1.78680603897506,1.78391020645018
2456,2456,29,2,-1.63830521623447,0
2457,2457,135,2,0,0
2458,2458,93,2,-2.48480725431807,1.4286327317104
2459,2459,56,2,2.57677198465232,1.6032144745416
2460,2460,236,3,0,0
2461,2461,10,2,1.33454836396146,0
2462,2462,240,3,0,0
2463,2463,257,3,0,0
2464,2464,162,2,0,0
2465,2465,243,3,0,0
2466,2466,7,2,1.4279963099281,0
2467,2467,60,2,1.49379449962572,2.23382338633635
2468,2468,22,2,-1.63375925890106,0
2469,2469,84,2,-3.57540683913257,1.29846895652487
2470,2470,132,2,0,0
2471,2471,122,2,-2.22620796286034,-1.17297446242961
2472,2472,55,2,3.33579184515924,1.34940152255717
2473,2473,130,2,0,0
2474,2474,246,3,0,0
2475,2475,261,3,0,0
2476,2476,12,2,1.72226499522474,0
2477,2477,262,3,0,0
2478,2478,35,2,0,1.34999021764207
2479,2479,32,2,0,1.65119084479716
2480,2480,68,2,1.72968708912911,-1.87937392050813
2481,2481,41,2,0,-2.03883636817183
2482,2482,138,2,0,0
2483,2483,108,2,-2.42473107091446,-1.51924901714292
2484,2484,93,2,-2.48480725431807,1.4286327317104
2485,2485,42,2,0,-2.29993161062715
2486,2486,299,4,0,0
2487,2487,73,2,1.86761829932737,-2.29731339588267
2488,2488,215,3,0,0
2489,2489,56,2,2.57677198465232,1.6032144745416
2490,2490,289,3,0,0
2491,2491,198,2,0,0
2492,2492,287,3,0,0
2493,2493,69,2,1.16491767924804,-1.50830820208594
2494,2494,36,2,0,1.75747897159647
2495,2495,160,2,0,0
2496,2496,189,2,0,0
2497,2497,153,2,0,0
2498,2498,10,2,1.33454836396146,0
2499,2499,153,2,0,0
2500,2500,151,2,0,0
2501,2501,10,2,1.33454836396146,0
2502,2502,176,2,0,0
2503,2503,30,2,-2.42591491157008,0
2504,2504,154,2,0,0
2505,2505,61,2,1.38374994355563,1.17251634715637
2506,2506,270,3,0,0
2507,2507,202,3,0,0
2508,2508,113,2,-2.00691393532141,-0.86199346309174
2509,2509,140,2,0,0
2510,2510,124,2,0,0
2511,2511,205,3,0,0
2512,2512,215,3,0,0
2513,2513,106,2,-1.43893589183708,-1.32493950191992
2514,2514,88,2,-1.81583446214764,1.77432589660515
2515,2515,283,3,0,0
2516,2516,81,2,1.08598330392738,-1.08088485820285
2517,2517,253,3,0,0
2518,2518,134,2,0,0
2519,2519,1,2,2.85272795855291,0
2520,2520,43,2,0,-3.04401974860585
2521,2521,79,2,1.18026979905821,-1.33446276814962
2522,2522,101,2,-2.18190276267634,-1.22342347113906
2523,2523,198,2,0,0
2524,2524,75,2,2.51963813151615,-1.44590744824611
2525,2525,187,2,0,0
2526,2526,207,3,0,0
2527,2527,27,2,-1.22958758017245,0
2528,2528,7,2,1.4279963099281,0
2529,2529,186,2,0,0
2530,2530,170,2,0,0
2531,2531,233,3,0,0
2532,2532,184,2,0,0
2533,2533,17,2,-1.70784060958812,0
2534,2534,27,2,-1.22958758017245,0
2535,2535,264,3,0,0
2536,2536,50,2,0,-2.03867334919771
2537,2537,187,2,0,0
2538,2538,228,3,0,0
2539,2539,131,2,0,0
2540,2540,175,2,0,0
2541,2541,178,2,0,0
2542,2542,225,3,0,0
2543,2543,156,2,0,0
2544,2544,184,2,0,0
2545,2545,168,2,0,0
2546,2546,55,2,3.33579184515924,1.34940152255717
2547,2547,34,2,0,1.69452817331644
2548,2548,16,2,-1.49230427934657,0
2549,2549,266,3,0,0
2550,2550,101,2,-2.18190276267634,-1.22342347113906
2551,2551,226,3,0,0
2552,2552,39,2,0,-1.16424131428944
2553,2553,292,3,0,0
2554,2554,35,2,0,1.34999021764207
2555,2555,231,3,0,0
2556,2556,22,2,-1.63375925890106,0
2557,2557,10,2,1.33454836396146,0
2558,2558,91,2,-2.45760667220143,1.40316078410353
2559,2559,127,2,0,0
2560,2560,253,3,0,0
2561,2561,269,3,0,0
2562,2562,107,2,-1.6940933842278,-1.59910815227679
2563,2563,208,3,0,0
2564,2564,228,3,0,0
2565,2565,235,3,0,0
2566,2566,161,2,0,0
2567,2567,87,2,-1.7907126286205,2.09193109264351
2568,2568,260,3,0,0
2569,2569,178,2,0,0
2570,2570,115,2,-1.75313560599201,-1.83622433334765
2571,2571,199,2,0,0
2572,2572,116,2,-1.28372577091938,-1.39753348072068
2573,2573,293,3,0,0
2574,2574,165,2,0,0
2575,2575,98,2,-1.04063829113887,1.40330364475566
2576,2576,155,2,0,0
2577,2577,17,2,-1.70784060958812,0
2578,2578,141,2,0,0
2579,2579,7,2,1.4279963099281,0
2580,2580,137,2,0,0
2581,2581,141,2,0,0
2582,2582,14,2,2.11539862221373,0
2583,2583,164,2,0,0
2584,2584,52,2,2.13038169877224,1.5635632821971
2585,2585,214,3,0,0
2586,2586,264,3,0,0
2587,2587,92,2,-1.37545497637842,2.0069198543239
2588,2588,109,2,-1.79334527111273,-2.93807693455439
2589,2589,283,3,0,0
2590,2590,48,2,0,-1.49524318657839
2591,2591,65,2,2.39826283891075,2.06259572204764
2592,2592,68,2,1.72968708912911,-1.87937392050813
2593,2593,46,2,0,-1.76799708743673
2594,2594,199,2,0,0
2595,2595,206,3,0,0
2596,2596,25,2,-1.36130917212331,0
2597,2597,290,3,0,0
2598,2598,238,3,0,0
2599,2599,114,2,-1.26463838904737,-1.74221610756035
2600,2600,260,3,0,0
2601,2601,282,3,0,0
2602,2602,231,3,0,0
2603,2603,124,2,0,0
2604,2604,221,3,0,0
2605,2605,279,3,0,0
2606,2606,242,3,0,0
2607,2607,67,2,1.78677474343465,-1.93162163737053
2608,2608,259,3,0,0
2609,2609,127,2,0,0
2610,2610,265,3,0,0
2611,2611,132,2,0,0
2612,2612,178,2,0,0
2613,2613,228,3,0,0
2614,2614,163,2,0,0
2615,2615,169,2,0,0
2616,2616,5,2,1.25413385526895,0
2617,2617,57,2,1.90205968676218,2.76709506340869
2618,2618,184,2,0,0
2619,2619,289,3,0,0
2620,2620,124,2,0,0
2621,2621,44,2,0,-1.08296961248329
2622,2622,211,3,0,0
2623,2623,71,2,1.83083791401128,-2.34539519608527
2624,2624,162,2,0,0
2625,2625,213,3,0,0
2626,2626,200,2,0,0
2627,2627,258,3,0,0
2628,2628,288,3,0,0
2629,2629,87,2,-1.7907126286205,2.09193109264351
2630,2630,149,2,0,0
2631,2631,283,3,0,0
2632,2632,150,2,0,0
2633,2633,228,3,0,0
2634,2634,271,3,0,0
2635,2635,41,2,0,-2.03883636817183
2636,2636,194,2,0,0
2637,2637,47,2,0,-1.93707656530528
2638,2638,265,3,0,0
2639,2639,276,3,0,0
2640,2640,91,2,-2.45760667220143,1.40316078410353
2641,2641,134,2,0,0
2642,2642,173,2,0,0
2643,2643,116,2,-1.28372577091938,-1.39753348072068
2644,2644,150,2,0,0
2645,2645,109,2,-1.79334527111273,-2.93807693455439
2646,2646,98,2,-1.04063829113887,1.40330364475566
2647,2647,180,2,0,0
2648,2648,177,2,0,0
2649,2649,131,2,0,0
2650,2650,164,2,0,0
2651,2651,186,2,0,0
2652,2652,179,2,0,0
2653,2653,76,2,1.28549421124034,-1.38824299141114
2654,2654,114,2,-1.26463838904737,-1.74221610756035
2655,2655,71,2,1.83083791401128,-2.34539519608527
2656,2656,244,3,0,0
2657,2657,3,2,1.43130217493197,0
2658,2658,109,2,-1.79334527111273,-2.93807693455439
2659,2659,258,3,0,0
2660,2660,60,2,1.49379449962572,2.23382338633635
2661,2661,31,2,0,2.38788599616315
2662,2662,119,2,-1.32326109663208,-1.07230818420937
2663,2663,198,2,0,0
2664,2664,67,2,1.78677474343465,-1.93162163737053
2665,2665,38,2,0,-2.23972742987847
2666,2666,134,2,0,0
2667,2667,208,3,0,0
2668,2668,141,2,0,0
2669,2669,238,3,0,0
2670,2670,46,2,0,-1.76799708743673
2671,2671,21,2,-0.734188121768956,0
2672,2672,128,2,0,0
2673,2673,3,2,1.43130217493197,0
2674,2674,146,2,0,0
2675,2675,85,2,-1.47584872673667,2.30543974343398
2676,2676,264,3,0,0
2677,2677,131,2,0,0
2678,2678,174,2,0,0
2679,2679,233,3,0,0
2680,2680,80,2,1.35024720373292,-1.87428799173766
2681,2681,166,2,0,0
2682,2682,76,2,1.28549421124034,-1.38824299141114
2683,2683,182,2,0,0
2684,2684,68,2,1.72968708912911,-1.87937392050813
2685,2685,162,2,0,0
2686,2686,101,2,-2.18190276267634,-1.22342347113906
2687,2687,288,3,0,0
2688,2688,163,2,0,0
2689,2689,2,2,1.55898379871337,0
2690,2690,144,2,0,0
2691,2691,207,3,0,0
2692,2692,108,2,-2.42473107091446,-1.51924901714292
2693,2693,132,2,0,0
2694,2694,30,2,-2.42591491157008,0
2695,2695,139,2,0,0
2696,2696,190,2,0,0
2697,2697,108,2,-2.42473107091446,-1.51924901714292
2698,2698,250,3,0,0
2699,2699,196,2,0,0
2700,2700,35,2,0,1.34999021764207
2701,2701,126,2,0,0
2702,2702,84,2,-3.57540683913257,1.29846895652487
2703,2703,115,2,-1.75313560599201,-1.83622433334765
2704,2704,72,2,1.62590972350676,-1.22366082872087
2705,2705,13,2,1.50327305640535,0
2706,2706,16,2,-1.49230427934657,0
2707,2707,10,2,1.33454836396146,0
2708,2708,149,2,0,0
2709,2709,112,2,-1.58960366640251,-1.51252320807767
2710,2710,296,3,0,0
2711,2711,164,2,0,0
2712,2712,56,2,2.57677198465232,1.6032144745416
2713,2713,254,3,0,0
2714,2714,175,2,0,0
2715,2715,182,2,0,0
2716,2716,155,2,0,0
2717,2717,207,3,0,0
2718,2718,22,2,-1.63375925890106,0
2719,2719,227,3,0,0
2720,2720,160,2,0,0
2721,2721,85,2,-1.47584872673667,2.30543974343398
2722,2722,55,2,3.33579184515924,1.34940152255717
2723,2723,121,2,-1.09227954810855,-2.12123373942122
2724,2724,20,2,-1.19562206597036,0
2725,2725,273,3,0,0
2726,2726,23,2,-1.22748433573691,0
2727,2727,194,2,0,0
2728,2728,247,3,0,0
2729,2729,188,2,0,0
2730,2730,188,2,0,0
2731,2731,246,3,0,0
2732,2732,82,2,2.0891817330148,-2.59561829971879
2733,2733,100,2,-2.11725940591307,-1.51835938447674
2734,2734,90,2,-2.2949365142498,2.28848977341016
2735,2735,144,2,0,0
2736,2736,199,2,0,0
2737,2737,180,2,0,0
2738,2738,119,2,-1.32326109663208,-1.07230818420937
2739,2739,222,3,0,0
2740,2740,295,3,0,0
2741,2741,179,2,0,0
2742,2742,35,2,0,1.34999021764207
2743,2743,131,2,0,0
2744,2744,124,2,0,0
2745,2745,249,3,0,0
2746,2746,53,2,1.77346429257603,2.12765936968405
2747,2747,9,2,1.58411473380147,0
2748,2748,47,2,0,-1.93707656530528
2749,2749,164,2,0,0
2750,2750,87,2,-1.7907126286205,2.09193109264351
2751,2751,248,3,0,0
2752,2752,289,3,0,0
2753,2753,62,2,1.67737446606243,1.36721481119709
2754,2754,278,3,0,0
2755,2755,67,2,1.78677474343465,-1.93162163737053
2756,2756,58,2,2.01037811034488,1.08986359565718
2757,2757,151,2,0,0
2758,2758,71,2,1.83083791401128,-2.34539519608527
2759,2759,147,2,0,0
2760,2760,116,2,-1.28372577091938,-1.39753348072068
2761,2761,231,3,0,0
2762,2762,7,2,1.4279963099281,0
2763,2763,192,2,0,0
2764,2764,122,2,-2.22620796286034,-1.17297446242961
2765,2765,291,3,0,0
2766,2766,249,3,0,0
2767,2767,265,3,0,0
2768,2768,103,2,-1.78652430592543,-2.33465720350627
2769,2769,168,2,0,0
2770,2770,10,2,1.33454836396146,0
2771,2771,170,2,0,0
2772,2772,35,2,0,1.34999021764207
2773,2773,27,2,-1.22958758017245,0
2774,2774,101,2,-2.18190276267634,-1.22342347113906
2775,2775,65,2,2.39826283891075,2.06259572204764
2776,2776,118,2,-1.61758309154034,-2.1907738647716
2777,2777,254,3,0,0
2778,2778,22,2,-1.63375925890106,0
2779,2779,242,3,0,0
2780,2780,297,4,0,0
2781,2781,99,2,-2.31947769276312,-2.02268452958989
2782,2782,96,2,-1.78680603897506,1.78391020645018
2783,2783,17,2,-1.70784060958812,0
2784,2784,159,2,0,0
2785,2785,23,2,-1.22748433573691,0
2786,2786,80,2,1.35024720373292,-1.87428799173766
2787,2787,243,3,0,0
2788,2788,153,2,0,0
2789,2789,178,2,0,0
2790,2790,216,3,0,0
2791,2791,162,2,0,0
2792,2792,155,2,0,0
2793,2793,237,3,0,0
2794,2794,208,3,0,0
2795,2795,262,3,0,0
2796,2796,127,2,0,0
2797,2797,138,2,0,0
2798,2798,163,2,0,0
2799,2799,78,2,1.52158518737456,-1.59774799490743
2800,2800,92,2,-1.37545497637842,2.0069198543239
2801,2801,156,2,0,0
2802,2802,244,3,0,0
2803,2803,281,3,0,0
2804,2804,33,2,0,1.39135255704563
2805,2805,144,2,0,0
2806,2806,179,2,0,0
2807,2807,178,2,0,0
2808,2808,254,3,0,0
2809,2809,265,3,0,0
2810,2810,95,2,-1.39519474077962,1.67932244689139
2811,2811,102,2,-1.35560640676836,-1.70948169427869
2812,2812,9,2,1.58411473380147,0
2813,2813,270,3,0,0
2814,2814,100,2,-2.11725940591307,-1.51835938447674
2815,2815,85,2,-1.47584872673667,2.30543974343398
2816,2816,160,2,0,0
2817,2817,198,2,0,0
2818,2818,83,2,-1.34197506953224,0.88841024631224
2819,2819,11,2,1.01024764168585,0
2820,2820,191,2,0,0
2821,2821,140,2,0,0
2822,2822,165,2,0,0
2823,2823,118,2,-1.61758309154034,-2.1907738647716
2824,2824,24,2,-1.60567893592252,0
2825,2825,297,4,0,0
2826,2826,120,2,-1.50418593247085,-1.88348575785103
2827,2827,188,2,0,0
2828,2828,77,2,1.12340759436431,-1.48199941938291
2829,2829,209,3,0,0
2830,2830,17,2,-1.70784060958812,0
2831,2831,157,2,0,0
2832,2832,3,2,1.43130217493197,0
2833,2833,213,3,0,0
2834,2834,122,2,-2.22620796286034,-1.17297446242961
2835,2835,20,2,-1.19562206597036,0
2836,2836,296,3,0,0
2837,2837,104,2,-1.31829528968713,-1.99192441668253
2838,2838,251,3,0,0
2839,2839,282,3,0,0
2840,2840,227,3,0,0
2841,2841,218,3,0,0
2842,2842,286,3,0,0
2843,2843,78,2,1.52158518737456,-1.59774799490743
2844,2844,119,2,-1.32326109663208,-1.07230818420937
2845,2845,190,2,0,0
2846,2846,18,2,-2.25784594659956,0
2847,2847,58,2,2.01037811034488,1.08986359565718
2848,2848,157,2,0,0
2849,2849,239,3,0,0
2850,2850,272,3,0,0
2851,2851,211,3,0,0
2852,2852,75,2,2.51963813151615,-1.44590744824611
2853,2853,155,2,0,0
2854,2854,28,2,-1.03817275280696,0
2855,2855,207,3,0,0
2856,2856,113,2,-2.00691393532141,-0.86199346309174
2857,2857,108,2,-2.42473107091446,-1.51924901714292
2858,2858,78,2,1.52158518737456,-1.59774799490743
2859,2859,290,3,0,0
2860,2860,298,4,0,0
2861,2861,152,2,0,0
2862,2862,275,3,0,0
2863,2863,191,2,0,0
2864,2864,119,2,-1.32326109663208,-1.07230818420937
2865,2865,57,2,1.90205968676218,2.76709506340869
2866,2866,207,3,0,0
2867,2867,66,2,2.00197328748143,1.61086347544595
2868,2868,48,2,0,-1.49524318657839
2869,2869,147,2,0,0
2870,2870,234,3,0,0
2871,2871,34,2,0,1.69452817331644
2872,2872,231,3,0,0
2873,2873,248,3,0,0
2874,2874,228,3,0,0
2875,2875,297,4,0,0
2876,2876,239,3,0,0
2877,2877,265,3,0,0
2878,2878,270,3,0,0
2879,2879,133,2,0,0
2880,2880,284,3,0,0
2881,2881,249,3,0,0
2882,2882,207,3,0,0
2883,2883,227,3,0,0
2884,2884,36,2,0,1.75747897159647
2885,2885,72,2,1.62590972350676,-1.22366082872087
2886,2886,57,2,1.90205968676218,2.76709506340869
2887,2887,152,2,0,0
2888,2888,72,2,1.62590972350676,-1.22366082872087
2889,2889,99,2,-2.31947769276312,-2.02268452958989
2890,2890,25,2,-1.36130917212331,0
2891,2891,201,3,0,0
2892,2892,58,2,2.01037811034488,1.08986359565718
2893,2893,111,2,-2.3336157910908,-1.28250940286513
2894,2894,294,3,0,0
2895,2895,78,2,1.52158518737456,-1.59774799490743
2896,2896,53,2,1.77346429257603,2.12765936968405
2897,2897,132,2,0,0
2898,2898,11,2,1.01024764168585,0
2899,2899,59,2,1.55920233969058,1.96137352386918
2900,2900,32,2,0,1.65119084479716
2901,2901,32,2,0,1.65119084479716
2902,2902,158,2,0,0
2903,2903,122,2,-2.22620796286034,-1.17297446242961
2904,2904,258,3,0,0
2905,2905,30,2,-2.42591491157008,0
2906,2906,128,2,0,0
2907,2907,287,3,0,0
2908,2908,224,3,0,0
2909,2909,117,2,-1.68763038447834,-1.8124178191565
2910,2910,269,3,0,0
2911,2911,1,2,2.85272795855291,0
2912,2912,261,3,0,0
2913,2913,167,2,0,0
2914,2914,300,4,0,0
2915,2915,110,2,-2.99459507315052,-0.805235751626777
2916,2916,232,3,0,0
2917,2917,204,3,0,0
2918,2918,298,4,0,0
2919,2919,16,2,-1.49230427934657,0
2920,2920,82,2,2.0891817330148,-2.59561829971879
2921,2921,25,2,-1.36130917212331,0
2922,2922,118,2,-1.61758309154034,-2.1907738647716
2923,2923,220,3,0,0
2924,2924,126,2,0,0
2925,2925,115,2,-1.75313560599201,-1.83622433334765
2926,2926,10,2,1.33454836396146,0
2927,2927,189,2,0,0
2928,2928,135,2,0,0
2929,2929,162,2,0,0
2930,2930,30,2,-2.42591491157008,0
2931,2931,138,2,0,0
2932,2932,105,2,-1.95037829899013,-1.39931861285781
2933,2933,202,3,0,0
2934,2934,60,2,1.49379449962572,2.23382338633635
2935,2935,238,3,0,0
2936,2936,263,3,0,0
2937,2937,48,2,0,-1.49524318657839
2938,2938,148,2,0,0
2939,2939,176,2,0,0
2940,2940,227,3,0,0
2941,2941,106,2,-1.43893589183708,-1.32493950191992
2942,2942,119,2,-1.32326109663208,-1.07230818420937
2943,2943,258,3,0,0
2944,2944,71,2,1.83083791401128,-2.34539519608527
2945,2945,230,3,0,0
2946,2946,273,3,0,0
2947,2947,212,3,0,0
2948,2948,148,2,0,0
2949,2949,103,2,-1.78652430592543,-2.33465720350627
2950,2950,113,2,-2.00691393532141,-0.86199346309174
2951,2951,152,2,0,0
2952,2952,271,3,0,0
2953,2953,249,3,0,0
2954,2954,268,3,0,0
2955,2955,176,2,0,0
2956,2956,189,2,0,0
2957,2957,211,3,0,0
2958,2958,249,3,0,0
2959,2959,85,2,-1.47584872673667,2.30543974343398
2960,2960,22,2,-1.63375925890106,0
2961,2961,200,2,0,0
2962,2962,222,3,0,0
2963,2963,68,2,1.72968708912911,-1.87937392050813
2964,2964,229,3,0,0
2965,2965,218,3,0,0
2966,2966,45,2,0,-1.65282678982638
2967,2967,93,2,-2.48480725431807,1.4286327317104
2968,2968,143,2,0,0
2969,2969,110,2,-2.99459507315052,-0.805235751626777
2970,2970,108,2,-2.42473107091446,-1.51924901714292
2971,2971,29,2,-1.63830521623447,0
2972,2972,215,3,0,0
2973,2973,61,2,1.38374994355563,1.17251634715637
2974,2974,211,3,0,0
2975,2975,14,2,2.11539862221373,0
2976,2976,249,3,0,0
2977,2977,107,2,-1.6940933842278,-1.59910815227679
2978,2978,245,3,0,0
2979,2979,7,2,1.4279963099281,0
2980,2980,192,2,0,0
2981,2981,22,2,-1.63375925890106,0
2982,2982,35,2,0,1.34999021764207
2983,2983,138,2,0,0
2984,2984,236,3,0,0
2985,2985,44,2,0,-1.08296961248329
2986,2986,157,2,0,0
2987,2987,254,3,0,0
2988,2988,39,2,0,-1.16424131428944
2989,2989,241,3,0,0
2990,2990,167,2,0,0
2991,2991,35,2,0,1.34999021764207
2992,2992,247,3,0,0
2993,2993,235,3,0,0
2994,2994,276,3,0,0
2995,2995,178,2,0,0
2996,2996,41,2,0,-2.03883636817183
2997,2997,107,2,-1.6940933842278,-1.59910815227679
2998,2998,54,2,1.66866275501064,0.901610919481883
2999,2999,264,3,0,0
3000,3000,285,3,0,0
3001,491,23,2,-1.22748433573691,0
3002,2816,160,2,0,0
3003,215,215,3,0,0
3004,2235,135,2,0,0
3005,2441,186,2,0,0
3006,2583,164,2,0,0
3007,2953,249,3,0,0
3008,2523,198,2,0,0
3009,883,112,2,-1.58960366640251,-1.51252320807767
3010,642,39,2,0,-1.16424131428944
3011,2457,135,2,0,0
3012,1901,243,3,0,0
3013,2761,231,3,0,0
3014,786,162,2,0,0
3015,1515,74,2,1.97784869620962,-1.92656416995797
3016,286,286,3,0,0
3017,1617,39,2,0,-1.16424131428944
3018,494,181,2,0,0
3019,757,103,2,-1.78652430592543,-2.33465720350627
3020,413,128,2,0,0
3021,2068,159,2,0,0
3022,1882,180,2,0,0
3023,1593,31,2,0,2.38788599616315
3024,744,93,2,-2.48480725431807,1.4286327317104
3025,2810,95,2,-1.39519474077962,1.67932244689139
3026,2529,186,2,0,0
3027,909,207,3,0,0
3028,2585,214,3,0,0
3029,1992,235,3,0,0
3030,971,138,2,0,0
3031,2076,251,3,0,0
3032,490,58,2,2.01037811034488,1.08986359565718
3033,2262,146,2,0,0
3034,2608,259,3,0,0
3035,1929,106,2,-1.43893589183708,-1.32493950191992
3036,915,225,3,0,0
3037,2350,94,2,-1.56195619759142,1.90349088414224
3038,123,123,2,-1.17093742915611,-1.63510211487616
3039,1039,155,2,0,0
3040,2860,298,4,0,0
3041,1039,155,2,0,0
3042,640,191,2,0,0
3043,2127,225,3,0,0
3044,1501,223,3,0,0
3045,1503,40,2,0,-1.16898104128702
3046,2065,194,2,0,0
3047,1858,148,2,0,0
3048,2035,66,2,2.00197328748143,1.61086347544595
3049,920,106,2,-1.43893589183708,-1.32493950191992
3050,1305,80,2,1.35024720373292,-1.87428799173766
3051,1821,299,4,0,0
3052,1988,175,2,0,0
3053,1490,234,3,0,0
3054,500,25,2,-1.36130917212331,0
3055,1537,230,3,0,0
3056,2727,194,2,0,0
3057,614,237,3,0,0
3058,197,197,2,0,0
3059,2874,228,3,0,0
3060,778,211,3,0,0
3061,588,4,2,1.64793763597146,0
3062,1466,229,3,0,0
3063,2676,264,3,0,0
3064,2501,10,2,1.33454836396146,0
3065,1446,185,2,0,0
3066,235,235,3,0,0
3067,813,199,2,0,0
3068,2443,285,3,0,0
3069,1403,177,2,0,0
3070,1741,279,3,0,0
3071,75,75,2,2.51963813151615,-1.44590744824611
3072,2913,167,2,0,0
3073,1046,20,2,-1.19562206597036,0
3074,2663,198,2,0,0
3075,481,299,4,0,0
3076,71,71,2,1.83083791401128,-2.34539519608527
3077,818,193,2,0,0
3078,1435,267,3,0,0
3079,817,66,2,2.00197328748143,1.61086347544595
3080,1501,223,3,0,0
3081,663,223,3,0,0
3082,2122,68,2,1.72968708912911,-1.87937392050813
3083,2505,61,2,1.38374994355563,1.17251634715637
3084,2612,178,2,0,0
3085,24,24,2,-1.60567893592252,0
3086,136,136,2,0,0
3087,2206,285,3,0,0
3088,223,223,3,0,0
3089,84,84,2,-3.57540683913257,1.29846895652487
3090,2867,66,2,2.00197328748143,1.61086347544595
3091,1073,72,2,1.62590972350676,-1.22366082872087
3092,875,262,3,0,0
3093,810,39,2,0,-1.16424131428944
3094,2189,154,2,0,0
3095,2123,114,2,-1.26463838904737,-1.74221610756035
3096,1931,100,2,-2.11725940591307,-1.51835938447674
3097,2625,213,3,0,0
3098,588,4,2,1.64793763597146,0
3099,1132,6,2,1.61655601660842,0
3100,954,84,2,-3.57540683913257,1.29846895652487
3101,1851,26,2,-1.87993094674353,0
3102,1446,185,2,0,0
3103,465,170,2,0,0
3104,593,219,3,0,0
3105,1503,40,2,0,-1.16898104128702
3106,1571,136,2,0,0
3107,655,234,3,0,0
3108,2579,7,2,1.4279963099281,0
3109,332,50,2,0,-2.03867334919771
3110,1265,185,2,0,0
3111,1187,138,2,0,0
3112,2384,178,2,0,0
3113,1958,205,3,0,0
3114,2787,243,3,0,0
3115,1200,142,2,0,0
3116,1757,244,3,0,0
3117,963,165,2,0,0
3118,2276,73,2,1.86761829932737,-2.29731339588267
3119,152,152,2,0,0
3120,2013,50,2,0,-2.03867334919771
3121,1811,24,2,-1.60567893592252,0
3122,1036,140,2,0,0
3123,96,96,2,-1.78680603897506,1.78391020645018
3124,94,94,2,-1.56195619759142,1.90349088414224
3125,850,189,2,0,0
3126,1953,251,3,0,0
3127,536,54,2,1.66866275501064,0.901610919481883
3128,2004,50,2,0,-2.03867334919771
3129,2272,6,2,1.61655601660842,0
3130,2439,238,3,0,0
3131,1321,55,2,3.33579184515924,1.34940152255717
3132,814,270,3,0,0
3133,500,25,2,-1.36130917212331,0
3134,2470,132,2,0,0
3135,1067,225,3,0,0
3136,107,107,2,-1.6940933842278,-1.59910815227679
3137,1963,268,3,0,0
3138,567,208,3,0,0
3139,753,14,2,2.11539862221373,0
3140,2237,79,2,1.18026979905821,-1.33446276814962
3141,536,54,2,1.66866275501064,0.901610919481883
3142,145,145,2,0,0
3143,2026,248,3,0,0
3144,200,200,2,0,0
3145,1012,178,2,0,0
3146,857,247,3,0,0
3147,1826,211,3,0,0
3148,909,207,3,0,0
3149,1701,210,3,0,0
3150,2597,290,3,0,0
3151,2193,136,2,0,0
3152,2765,291,3,0,0
3153,492,203,3,0,0
3154,89,89,2,-1.48053326298913,0.969255697798826
3155,2318,107,2,-1.6940933842278,-1.59910815227679
3156,2382,182,2,0,0
3157,1012,178,2,0,0
3158,976,168,2,0,0
3159,1406,205,3,0,0
3160,135,135,2,0,0
3161,676,163,2,0,0
3162,69,69,2,1.16491767924804,-1.50830820208594
3163,1143,210,3,0,0
3164,625,47,2,0,-1.93707656530528
3165,1382,288,3,0,0
3166,483,124,2,0,0
3167,1042,203,3,0,0
3168,894,24,2,-1.60567893592252,0
3169,2298,206,3,0,0
3170,517,240,3,0,0
3171,1208,149,2,0,0
3172,2798,163,2,0,0
3173,1745,138,2,0,0
3174,2352,60,2,1.49379449962572,2.23382338633635
3175,916,184,2,0,0
3176,2898,11,2,1.01024764168585,0
3177,2208,94,2,-1.56195619759142,1.90349088414224
3178,2069,220,3,0,0
3179,711,300,4,0,0
3180,2422,277,3,0,0
3181,1021,52,2,2.13038169877224,1.5635632821971
3182,2774,101,2,-2.18190276267634,-1.22342347113906
3183,397,82,2,2.0891817330148,-2.59561829971879
3184,330,182,2,0,0
